"","USAcountry","description","year","consumption"
"14747","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","2.36654219610854"
"14748","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14749","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14750","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14751","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14752","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.43147232774502"
"14753","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14754","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14805","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14806","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14807","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14808","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","2.78"
"14809","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14810","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14811","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14812","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14813","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.81"
"14814","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14815","Trinidad and Tobago","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14866","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14867","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14868","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14869","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.4"
"14870","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14871","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14872","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14873","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14874","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.38"
"14875","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14876","Tunisia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14927","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14928","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14929","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14930","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.59"
"14931","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14932","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14933","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14934","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14935","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.64"
"14936","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14937","Turkey","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14988","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14989","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14990","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14991","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.67"
"14992","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14993","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14994","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14995","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14996","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.56"
"14997","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14998","Tuvalu","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"15049","Tanzania","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"15050","Tanzania","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"15051","Tanzania","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"15052","Tanzania","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","3.13"
"15053","Tanzania","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"15054","Tanzania","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
